date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
22-12-17,15796267.7,2266,600220000,76.63,5163150,6842.957999,7.7617382
23-12-17,20675572.89,2034,495610000,85.4,3755830,6343.803237,14.80374673
24-12-17,20261926.79,1906,561755000,89.72,4731560,7006.317739,5.84486205
25-12-17,20545335.34,1878,582760000,91.39,3238670,6076.074775,4.97800302
26-12-17,16036527.05,2132,589418000,94.75,5635200,6543.465142,5.61005726
27-12-17,16567829.17,2427,607800000,95.87,4378580,6003.470446,6.15364041
28-12-17,21295418.26,2297,617624000,89.19,3197220,6647.833865,6.64250971
29-12-17,17825402.92,2379,622322000,99.72,4725950,6924.637869,6.15996491
30-12-17,37140988.37,2254,638593000,84.94,4067150,6262.123367,7.31115535
31-12-17,25506377.78,1950,543063000,95.96,3204200,6275.736679,6.9370824
01-01-18,34203822.19,1884,622804000,109.01,3794590,6271.198908,7.15635092
