date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2016-10-12,72985.05142,417.0,40909200.0,0.004045,168465.0,0.0,7637.474121,
2016-10-13,62630.527872,364.0,36401900.0,0.004128,83166.0,0.0,4904.296338,
2016-10-14,72428.81985,365.0,38012400.0,0.004275,112493.0,0.0,5143.002389,
2016-10-15,41824.028513,354.0,38477600.0,0.004003,34639.0,0.0,4041.133268,
2016-10-16,41659.696844,334.0,35906400.0,0.003988,13009.0,0.0,3798.024815,
2016-10-17,106523.76138,378.0,35897900.0,0.003814,86945.0,0.0,5728.144572,
2016-10-18,36915.524625,360.0,34329500.0,0.003875,34164.0,0.0,3731.329276,
2016-10-19,36735.896145,335.0,34877600.0,0.003803,40187.0,0.0,3798.285221,
2016-10-20,56304.312792,351.0,34226700.0,0.003738,70155.0,0.0,4058.778722,
2016-10-21,25204.98162,346.0,33721200.0,0.003705,42624.0,0.0,3267.091297,
2016-10-22,22424.0863,320.0,33341100.0,0.003745,29359.0,0.0,3283.267504,
2016-10-23,25163.309677,370.0,33724900.0,0.003751,56694.0,0.0,4892.87157,
2016-10-24,37778.779611,354.0,33767100.0,0.003879,56939.0,0.0,3871.123937,
2016-10-25,57475.374156,403.0,34907200.0,0.003908,103055.0,0.0,6683.278763,
2016-10-26,50054.30172,322.0,35179000.0,0.00381,36509.0,0.0,3690.55583,
2016-10-27,97603.715712,342.0,34285000.0,0.003936,48702.0,0.0,3521.987016,
2016-10-28,49409.782169,398.0,35437200.0,0.003743,61909.0,0.0,6520.382019,
2016-10-29,69580.929952,433.0,33694600.0,0.003496,113046.0,0.0,8930.694469,
2016-10-30,76513.217664,348.0,31457000.0,0.003712,46940.0,0.0,4278.34587,
2016-10-31,25355.558083,367.0,33461500.0,0.003629,41132.0,0.0,4572.344758,
2016-11-01,69802.167468,397.0,32655200.0,0.003828,86034.0,0.0,7801.305565,
2016-11-02,33043.854705,350.0,34460900.0,0.003749,31717.0,0.0,3544.480714,
2016-11-03,79139.197664,350.0,33792300.0,0.003664,52800.0,0.0,5027.812987,
2016-11-04,10281.526252,323.0,32988700.0,0.003722,16777.0,0.0,2973.705016,
2016-11-05,47513.833605,450.0,33495300.0,0.003885,92488.0,0.0,5961.951967,
2016-11-06,39273.604918,402.0,34962700.0,0.003706,61509.0,0.0,4966.423335,
2016-11-07,41461.7115,379.0,33345400.0,0.004125,83387.0,0.0,4275.251772,
2016-11-08,91436.30925,468.0,37239200.0,0.004125,125635.0,0.0,9047.91943,
2016-11-09,32485.637245,361.0,37122200.0,0.003923,87389.0,0.0,4685.850013,
2016-11-10,69536.65004,404.0,35306800.0,0.004159,95765.0,0.0,6449.940899,
2016-11-11,127233.931656,404.0,37547700.0,0.004867,498999.0,0.0,10233.377492,
2016-11-12,128959.128672,464.0,42747300.0,0.004773,197376.0,0.0,9282.432973,
2016-11-13,203559.042153,446.0,43211100.0,0.004647,121811.0,0.0,8368.782144,
2016-11-14,83975.740352,409.0,41318900.0,0.004256,169961.0,0.0,6312.839399,
2016-11-15,63594.668928,397.0,38338400.0,0.004192,109164.0,0.0,6735.361622,
2016-11-16,86534.584,407.0,37720000.0,0.003992,125417.0,0.0,7446.681939,
2016-11-17,32748.459497,377.0,36039900.0,0.004021,98053.0,0.0,5346.672415,
2016-11-18,13961.984232,356.0,36180400.0,0.004008,32246.0,0.0,3188.111658,
2016-11-19,62152.957647,371.0,36066200.0,0.003993,25630.0,0.0,4480.034169,
2016-11-20,42816.697902,401.0,35941600.0,0.003943,56805.0,0.0,3916.278791,
2016-11-21,7990.995829,365.0,35739000.0,0.003937,10950.0,0.0,2977.125887,
2016-11-22,25730.05224,388.0,35490300.0,0.00376,63397.0,0.0,4899.8925,
2016-11-23,37991.44899,377.0,33837000.0,0.003707,22854.0,0.0,4316.376471,
2016-11-24,68805.141228,387.0,33335300.0,0.003606,70388.0,0.0,5065.451597,
2016-11-25,23258.75676,351.0,32443600.0,0.003592,27450.0,0.0,3090.543275,
2016-11-26,21655.281452,375.0,32326100.0,0.003668,80513.0,0.0,3948.731877,
2016-11-27,22914.433394,362.0,33243600.0,0.003671,50158.0,0.0,3645.017077,
2016-11-28,11393.461683,371.0,33041200.0,0.003747,25164.0,0.0,3228.921541,
2016-11-29,20825.739202,361.0,33727600.0,0.003754,26742.0,0.0,4001.464962,
