date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2015-10-18,168961.995981,982.0,14424600.0,2.37,21270.0,3154.82143274,8.88141108,
2015-10-19,472598.885724,1012.0,14014900.0,2.34,39396.0,3165.6857186,11.42407839,
2015-10-20,623597.563834,1135.0,13844300.0,2.41,46076.0,3410.55000399,9.91603590001,
2015-10-21,398068.458871,1218.0,14185500.0,2.28,54704.0,3471.55714651,11.66987436,
2015-10-22,290341.485896,1049.0,13485100.0,2.41,77999.0,3181.56428953,9.81512863,
2015-10-23,157216.645824,1174.0,14270300.0,2.33,74068.0,3291.04286118,10.99839009,
2015-10-24,198874.927356,1311.0,13762700.0,2.24,69810.0,3323.63571806,11.05701151,
2015-10-25,271653.374244,1371.0,13388800.0,2.17,53908.0,3046.17857587,12.08044111,
2015-10-26,182738.169899,1363.0,12895600.0,2.24,40748.0,2875.69286205,9.95932823,
2015-10-27,258665.022044,1339.0,13267200.0,2.1,112810.0,2839.75714821,11.86154016,
2015-10-28,409083.698615,1351.0,12593200.0,2.14,62319.0,2803.82143403,11.73055614,
2015-10-29,430508.258382,1153.0,12549700.0,2.39,109579.0,2704.37143406,13.00622916,
2015-10-30,208163.854566,1347.0,14289400.0,2.54,118931.0,2781.2571482,11.5423599,
2015-10-31,213787.043246,1287.0,15097200.0,2.31,33529.0,2883.21429093,10.96932081,
2015-11-01,322767.005356,1236.0,13720200.0,2.66,79513.0,2706.87857652,10.35948743,
2015-11-02,217641.164219,1179.0,15832500.0,2.61,88803.0,2855.63571932,10.02926051,
2015-11-03,369217.794344,1322.0,15537000.0,2.69,138710.0,2746.1571481,10.93532021,
2015-11-04,530560.766143,1342.0,16069100.0,2.61,251429.0,2784.60000488,13.33861501,
2015-11-05,546860.459801,1281.0,15540600.0,2.53,131813.0,2789.61429116,10.60618736,
2015-11-06,446081.214437,1132.0,15186900.0,2.7,89250.0,2645.03571994,10.04613255,
2015-11-07,157434.954533,1033.0,16269600.0,2.71,65014.0,10209.8771484,10.05041597,
2015-11-08,569118.983434,982.0,16160500.0,2.53,55256.0,2500.45714877,8.57120304,
2015-11-09,197083.738627,1008.0,15153000.0,2.53,76637.0,2624.14286279,10.30807629,
2015-11-10,307682.36713,1135.0,15127000.0,2.42,49166.0,2414.37857794,10.29306312,
2015-11-11,157297.169071,1015.0,14461800.0,2.29,96053.0,2538.90000585,9.16313694,
2015-11-12,338414.974404,1051.0,13661200.0,2.54,86587.0,2528.03572011,8.80330359,
2015-11-13,157341.993576,1255.0,15103600.0,2.53,60866.0,2355.04286362,8.69251308,
2015-11-14,130476.776422,1008.0,15189300.0,2.36,66693.0,2380.95000631,7.15050046,
2015-11-15,135053.060934,1112.0,14240200.0,2.31,39255.0,2277.32143481,8.18970029,
2015-11-16,113729.394382,1195.0,13731000.0,2.31,41181.0,2324.12143493,9.57308783,
